اٹوٹ unbreakable
عام customary
عام year
عام ordinary
عبا gown
عبا cloak
عبا toga
عبقری genius
عجیب curious
عجیب odd
عجیب weird
عجیب queer
عجیب bizarre
عجیب strange
عجیب outlandish
عدالتی judicial
عدالتی legal
عداوت malice
عداوت animosity
عداوت hostility
عداوت enmity
عدد figure
عدد number
عدد digit
عددی numerical
عددی numeral
عدسہ lens
عرض solicitation
عرض request
عرض entreaty
عرض petition
عرض width
عرض representation
عرض breadth
عرض extent
عرضی application
عرضی petition
عرضی broad
عرضی representation
عرضی wide
عروس bride
عروسی bridal
عروسی marriage
عروسی nuptial
عروسی wedding
عریس bridegroom
عزیز kinsman
عزیز beloved
عزیز friend
عزیز relation
عزیز glorious
عزیز precious
عزیز darling
عزیز powerful
عزیز dear
عزیز relative
عزیز magnificent
عسکری military
عسکری armed
عسکری soldier
عُشر tenth
عُشر tithe
عصا support
عصا staff
عصا mace
عصا sceptre
عصا club
عضلہ tissue
عضلہ muscle
عطا grant
عطا bounty
عطا favour
عطا present
عطا gift
عطا bestowal
عطا endowment
عظمت pomp
عظمت haughtiness
عظمت greatness
عظمت magnificence
عظمت magnitude
عظیم great
عظیم large
عظیم grand
عفیف abstemious
عفیف virtuous
عفیف chaste
عقب behind
عقب back
عقب offspring
عقب after
عقب heel
عقب rear
عقل intellect
عقل reason
عقل wisdom
عقل sense
عقلی reasonable
عقلی rational
علامت mark
علامت symptom
علامت sign
علامت index
علامت badge
علامت symbol
علامت code
علامتی symbolic
علیل indisposed
علیل ill
علیل sick
عمارت edifice
عمارت building
عمارت structure
عمل effect
عمل execution
عمل work
عمل jurisdiction
عمل rule
عمل act
عمل deed
عمل sway
عمل spell
عمل charm
عمل practice
عمل incantation
عمل enema
عمل administration
عمل action
عمل process
عمود cudgel
عمود perpendicular
عمود pillar
عمود mace
عمیق profound
عمیق deep
عمیم common
عمیم universal
عمیم abundant
عمیم comprehensive
عمیم full
عمیم general
عمیم complete
عہد age
عہد vow
عہد time
عہد bond
عہد agreement
عہد oath
عہد promise
عہد epoch
عہد lifetime
عہد season
عہد era
عہد contract
عہد mandate
عیّار crafty
عیّار artful
عیّار sly
عیّار mischievous
عیّار cunning
عیّاری craftiness
عیّاری cunning
عیاں obvious
عیاں evident
عیاں clear
عیاں manifest
غار pit
غار cave
غار cavern
غار grotto
غالی high
غالی precious
غالی extremist
غالی carpet
غالی excessive
غالی dear
غالی high-priced
غالی fanatic
غبغب dewlap
غبن fraud
غبن embezzlement
غبن defalcation
غبن peculation
غبن misappropriation
غبی dull
غبی stupid
غبی dullard
غبی simpleton
غبی dunce
غدّار traitor
غدّار treacherous
غدّار mutinous
غدّار mutineer
غدّار perfidious
غدر riot
غدر insurgency
غدر sedition
غدر mutiny
غرض purpose
غرض end
غرض need
غرض interest
غرض intention
غرض aim
غرض selfishness
غرق drowning
غرق intoxicated
غرق engrossed
غرق drowned
غرق absorbed
غرق sunk
غرق submergence
غریب alien
غریب destitute
غریب foreigner
غریب unfamiliar
غریب stranger
غریب artless
غریب outsider
غریب simple
غریب rare
غریب poor
غریب traveller
غریب modest
غریب indigent
غریب penurious
غریب helpless
غریب archaic
غریب strange
غریبی penury
غریبی indigence
غریبی poverty
غشی fainting
غشی swoon
غصب usurpation
غصب pillage
غصب plunder
غلط inaccurate
غلط wrong
غلط false
غلط untrue
غلط fallacious
غلط erroneous
غلط incorrect
غلط mistaken
غلطی fallacy
غلطی mistake
غلطی inaccuracy
غلطی oversight
غلطی error
غلیظ thick
غلیظ obscene
غلیظ dirty
غلیظ filthy
غنیم enemy
غنیم foe
غوطہ dive
غول throng
غول mob
غول herd
غول horde
غول crowd
فاتح conquering
فاتح opening
فاتح conqueror
فاتح opener
فارسی iranian
فارسی persian
فاطمی fatimid
فالج paralysis
فالج palsy
فالسئی purple
فالسئی mauve
فائدہ profit
فائدہ advantage
فائدہ gain
فائدہ interest
فائدہ use
فائدہ reward
فائدہ benefit
فائق superior
فائق surpassing
فائق excellent
فائق paramount
فتح opening
فتح victory
فتح success
فتح conquest
فراخی width
فراخی prosperity
فراخی roominess
فراخی abundance
فراخی plenty
فراری fugitive
فراری absconder
فراریت escapism
فراواں much
فراواں abundant
فراواں copious
فراواں ample
فراواں plenty
فراوانی plentifulness
فراوانی plenty
فراوانی abundance
فربہ corpulent
فربہ obese
فربہ fat
فربہی obesity
فربہی fatness
فرج fissure
فرج dignity
فرج vagina
فرج rank
فرج vulva
فرج value
فرد roll
فرد list
فرد unmatched
فرد catalogue
فرد one
فرد single
فرد individual
فرد unique
فرد unit
فرد statement
فردا tomorrow
فرض duty
فرض assumption
فرض supposition
فرض incumbency
فرض obligation
فرضی obligatory
فرضی assumed
فرضی fictitious
فرضی hypothetical
فرضی nominal
فرضی binding
فرق distinction
فرق difference
فرق head
فرق separation
فرق partition
فرمان order
فرمان charter
فرمان firman
فرمان command
فرمان edict
فروخت disposal
فروخت sale
فرہنگ glossary
فرہنگ dictionary
فرہنگ sagacity
فرہنگ lexicon
فرہنگ vocabulary
فرہنگ wisdom
فرہنگ elegance
فرہنگ refinement
فریادی supplicant
فریادی complainant
فریادی petitioner
فریادی plaintiff
فساد riot
فساد tumult
فساد vitiation
فساد disorder
فساد morbidity
فساد discord
فساد trouble
فساد infection
فساد mischief
فساد brawl
فساد quarrel
فساد disturbance
فسادی rebellious
فسادی mischief-monger
فسادی troublemaker
فسادی rioter
فسادی vicious
فسادی quarrelsome
فسادی seditious
فسادی mischievous
فصاحت eloquence
فصاحت perspicuity
فصّاد blood-letter
فصّاد phlebotomist
فصل harvest
فصل crop
فصل separation
فصل partition
فصل season
فصل section
فصل distance
فعلیات physiology
فعلیاتی physiological
فقاریہ vertebrate
فقاریہ vertebral
فقط solely
فقط end
فقط simply
فقط only
فقط alone
فقط merely
فقیر beggar
فقیر fakir
فقیر mendicant
فقیر poor
فقیر indigent
فقیر dervish
فلاخن catapult
فلاخن sling
فلسفہ philosophy
فلسفی philosopher
فلسفیانہ philosophical
فوطہ revenue
فوطہ bag
فوطہ testicle
فوطہ scrotum
فوطہ tax
فہم intelligence
فہم comprehension
فہم understanding
فہیم wise
فہیم intelligent
فی by
فی into
فی with
فی fault
فی in
فی concerning
فی each
فی among
فی of
فی defect
فی per
فی during
قاسم dividing
قاسم distributor
قاسم allotting
قاسم apportioning
قاسم divider
قاسم distributing
قاصد messenger
قاصد letter-carrier
قاصد courier
قاصد envoy
قاصد traveller
قاصد cassid
قاعدہ manner
قاعدہ pedestal
قاعدہ primer
قاعدہ system
قاعدہ habit
قاعدہ rule
قاعدہ custom
قاعدہ base
قاعدہ surface
قاعدہ foundation
قاعدہ law
قافلہ tribe
قافلہ group
قافلہ caravan
قافلہ cafila
قالین carpet
قالین rug
قاموس encyclopedia
قاموس dictionary
قانونی lawful
قانونی legal
قانونی legislative
قبالت midwifery
قبر tomb
قبر grave
قبضہ tenure
قبضہ holding
قبضہ possession
قبضہ grasp
قبضہ hilt
قبضہ occupancy
قبیلہ tribe
قبیلہ class
قبیلہ kind
قبیلہ wife
قبیلہ category
قبیلہ family
قبیلہ clan
قتل massacre
قتل homicide
قتل assassination
قتل killing
قتل murder
قد height
قد stature
قد size
قدر appreciation
قدر worth
قدر dignity
قدر power
قدر will
قدر patronage
قدر favour
قدر quantity
قدر part
قدر greatness
قدر destiny
قدر importance
قدر values
قدر value
قدر price
قدر measurement
قدر portion
قدر fate
قدر honour
قدیم ancient
قدیم eternal
قدیم former
قدیم old
قدیم bygone
قدیم antiquated
قرابادین pharmacopoeia
قرض revenge
قرض loan
قرض debt
قرض credit
قرنا trumpet
قرنا horn
قرنا bugle
قریب kin
قریب near
قریب about
قریب relative
قریب almost
قریب nearly
قریب akin
قسم vow
قسم oath
قشر shell
قشر bark
قشر skin
قشر rind
قشر husk
قشر crust
قصداً deliberately
قصداً intentionally
قصیدہ panegyric
قصیدہ eulogy
قصیدہ qasida
قصیدہ encomium
قطار queue
قطار file
قطار rank
قطار line
قطار string
قطار row
قطار series
قطعاً entirely
قطعاً positively
قطعاً conclusively
قطعاً never
قطعاً definitely
قطعی decisive
قطعی entirely
قطعی altogether
قطعی conclusive
قطعی imperative
قطعی absolute
قطعی ultimate
قطعی absolutely
قطعی final
قطعی categorical
قطعی binding
قلم pen-knife
قلم scion
قلم sideburn
قلم graft
قلم reed-pen
قلم pen
قلم sword
قمیص kameez
قمیص shirt
قہر power
قہر fiery
قہر curse
قہر conquering
قہر oppression
قہر anger
قہر wrath
قہر rage
قہر force
قہر fury
قہر passionate
قہر calamity
قہر violence
قہر subduing
کاٹنا sever
کاٹنا dissect
کاٹنا bite
کاٹنا delete
کاٹنا clip
کاٹنا sting
کاٹنا etc.)
کاٹنا cut
کارروائی measure
کارروائی proceeding
کارروائی conduct
کارروائی procedure
کارروائی management
کارروائی action
کارروائی process
کارکن agent
کارکن worker
کاروباری businessman
کارخانہ workshop
کاروبار business
کاشت farm
کاشت cultivation
کاشت field
کاغذ note
کاغذ letter
کاغذ charter
کاغذ bond
کاغذ paper
کاغذ document
کافی adequate
کافی seraiki
کافی sufficient
کاگ raven
کاگ uvula
کاگ cork
کاگ crow
کال age
کال starvation
کال famine
کال shortage
کال dearth
کال time
کال death
کال era
کال darkness
کالا goods
کالا assets
کالا dark
کالا property
کالا black
کام desire
کام use
کام wish
کام workmanship
کام feat
کام love
کام service
کام intention
کام occupation
کام embroidery
کام task
کام sex
کام mouth
کام busyness
کام achievement
کام passion
کام uvula
کام pursuit
کام work
کام business
کام duty
کام concern
کام affair
کامران successful
کامی industrious
کامی lustful
کامی over-sexed
کامی worker
کامی active
کامیاب successful
کانپنا shake
کانپنا tremble
کانپنا shiver
کانٹا weighbridge
کانٹا spur
کانٹا enmity
کانٹا malignity
کانٹا fish-bone
کانٹا fork
کانٹا animosity
کانٹا obstacle
کانٹا hindrance
کانٹا thorn
کائی algae
کائی moss
کائی lichen
کباڑ scrap
کباڑ junk
کباڑ rubbish
کبرا spotted
کبرا variegated
کبرا grey
کبرا piebald
کبرا speckled
کبھی seldom
کبھی rarely
کبھی sometime
کبھی ever
کپتان captain
کپٹ fraud
کپٹ spite
کپٹ insincere
کپٹ grudge
کپٹ insincerity
کپٹ malice
کپٹ cunningness
کپٹ deceit
کپکپانا shudder
کپکپانا shiver
کپکپانا shake
کپکپانا quake
کپکپانا tremble
کپکپی tremble
کپکپی shiver
کٹّر stubborn
کٹّر obstinate
کٹّر staunch
کٹّر die-hard
کٹّر cruel
کٹّر callous
کٹّر rigid
کٹّر unkind
کثافت density
کثافت thickness
کثافت untidiness
کثافت impurity
کثافت densness
کثافت grossness
کثرت multitude
کثرت excess
کثرت plurality
کثرت abundance
کثیر many
کثیر much
کثیر abundant
کثیر copious
کثیر multi-
کثیر poly-
کثیر plentiful
کثیف opaque
کثیف impure
کثیف dense
کثیف unclean
کچّا half-done
کچّا unbaked
کچّا undecided
کچّا uncooked
کچّا weak
کچّا coward
کچّا uncertain
کچّا kacha
کچّا vague
کچّا uncertified
کچّا callow
کچّا undeveloped
کچّا unstamped
کچّا wet
کچّا incomplete
کچّا raw
کچّا etc.)
کچّا immature
کچّا unfinished
کچھوا turtle
کچھوا tortoise
کر power
کر purpose
کر tribute
کر hand
کر fee
کر revenue
کر strength
کر felicity
کر deaf
کر tax
کراہت aversion
کراہت disgust
کراہت repugnance
کراہنا moan
کردنی workable
کردنی practicable
